Apartment Size,Name,Min Price,Max Price,Avg Price,Last Price,Folder Name,Original Price List,Modified Price List
50,Farhad Abbasi from Iran,600.0,600.0,600.0,600.0,0b721fd9-f4e2-47f7-b254-1253bf3640d9,"600.0, 600.0","600.0, 600.0"
50,Peter Schmidt from Germany,0,0,0,0,0b721fd9-f4e2-47f7-b254-1253bf3640d9,,
50,Farhad Abbasi from Iran,800.0,1000.0,900.0,1000.0,122d99cc-88bd-4d3f-8288-3b2254dd380e,"800.0, 850.0, 950.0, 900.0, 1000.0, 950.0, 1050.0, 1000.0","800.0, 850.0, 900.0, 950.0, 1000.0"
50,Peter Schmidt from Germany,900.0,1100.0,1000.0,1100.0,122d99cc-88bd-4d3f-8288-3b2254dd380e,"800.0, 900.0, 850.0, 950.0, 900.0, 1000.0, 950.0, 1050.0, 1000.0, 1100.0","900.0, 950.0, 1000.0, 1050.0, 1100.0"
50,Farhad Abbasi from Iran,1000.0,1200.0,1125.0,1175.0,1b394023-d834-4723-a015-b388d104da0f,"1000.0, 1200.0, 1100.0, 1150.0, 1175.0","1000.0, 1200.0, 1100.0, 1150.0, 1175.0"
50,Peter Schmidt from Germany,0,0,0,0,1b394023-d834-4723-a015-b388d104da0f,,
50,Farhad Abbasi from Iran,1000.0,1375.0,1250.0,1375.0,273a3a89-8852-41a4-ad87-4054c9f959ce,"1000.0, 1250.0, 1375.0, 1375.0","1000.0, 1250.0, 1375.0, 1375.0"
50,Peter Schmidt from Germany,1375.0,1500.0,1458.3333333333333,1375.0,273a3a89-8852-41a4-ad87-4054c9f959ce,"1500.0, 1500.0, 1375.0","1500.0, 1500.0, 1375.0"
50,Farhad Abbasi from Iran,500.0,600.0,559.0,570.0,2f9f3b28-203d-4ec9-815f-fd99924b70e4,"500.0, 500.0, 600.0, 550.0, 575.0, 570.0","500.0, 600.0, 550.0, 575.0, 570.0"
50,Peter Schmidt from Germany,570.0,570.0,570.0,570.0,2f9f3b28-203d-4ec9-815f-fd99924b70e4,570.0,570.0
50,Farhad Abbasi from Iran,1000.0,1500.0,1310.0,1450.0,31fae238-1cdc-4e59-825e-2e1d1e921792,"1000.0, 1200.0, 1400.0, 1500.0, 1450.0","1000.0, 1200.0, 1400.0, 1500.0, 1450.0"
50,Peter Schmidt from Germany,0,0,0,0,31fae238-1cdc-4e59-825e-2e1d1e921792,,
50,Farhad Abbasi from Iran,1500.0,1650.0,1583.3333333333333,1650.0,3f104a21-d786-4249-959d-b37db525c4b2,"1500.0, 1600.0, 1650.0","1500.0, 1600.0, 1650.0"
50,Peter Schmidt from Germany,1675.0,2500.0,1918.75,1675.0,3f104a21-d786-4249-959d-b37db525c4b2,"2500.0, 1800.0, 1700.0, 1675.0","2500.0, 1800.0, 1700.0, 1675.0"
50,Farhad Abbasi from Iran,500.0,700.0,600.0,700.0,430058c3-9cfe-4c85-8c17-9e37acce5d9b,"500.0, 550.0, 600.0, 650.0, 700.0","500.0, 550.0, 600.0, 650.0, 700.0"
50,Peter Schmidt from Germany,0,0,0,0,430058c3-9cfe-4c85-8c17-9e37acce5d9b,,
50,Farhad Abbasi from Iran,1000.0,1300.0,1190.0,1300.0,4799a906-ea2f-4a06-96fe-e0aa4f094c39,"1000.0, 1150.0, 1300.0, 1200.0, 1350.0, 1300.0, 1300.0","1000.0, 1150.0, 1200.0, 1300.0, 1300.0"
50,Peter Schmidt from Germany,1250.0,1500.0,1340.0,1300.0,4799a906-ea2f-4a06-96fe-e0aa4f094c39,"1500.0, 1000.0, 1250.0, 1150.0, 1300.0, 1200.0, 1350.0, 1300.0","1500.0, 1250.0, 1300.0, 1350.0, 1300.0"
50,Farhad Abbasi from Iran,500.0,650.0,583.3333333333334,600.0,4c0cfa18-c270-461c-8c99-088a85f90d7e,"500.0, 650.0, 600.0","500.0, 650.0, 600.0"
50,Peter Schmidt from Germany,600.0,650.0,625.0,600.0,4c0cfa18-c270-461c-8c99-088a85f90d7e,"650.0, 600.0","650.0, 600.0"
50,Farhad Abbasi from Iran,1000.0,1400.0,1250.0,1400.0,568a1233-0268-40fb-a50f-1b567d16075b,"1000.0, 1200.0, 1400.0, 1400.0","1000.0, 1200.0, 1400.0, 1400.0"
50,Peter Schmidt from Germany,0,0,0,0,568a1233-0268-40fb-a50f-1b567d16075b,,
50,Farhad Abbasi from Iran,1100.0,1100.0,1100.0,1100.0,5fd3eb39-8b9e-4c2c-a972-72fce86fb243,1100.0,1100.0
50,Peter Schmidt from Germany,1250.0,1500.0,1350.0,1250.0,5fd3eb39-8b9e-4c2c-a972-72fce86fb243,"1500.0, 1300.0, 1250.0","1500.0, 1300.0, 1250.0"
50,Farhad Abbasi from Iran,675.0,700.0,685.75,685.0,660e9e55-60b1-4a1d-9906-7de9c6f5d001,"600.0, 700.0, 675.0, 683.0, 685.0","700.0, 675.0, 683.0, 685.0"
50,Peter Schmidt from Germany,650.0,687.5,674.1666666666666,685.0,660e9e55-60b1-4a1d-9906-7de9c6f5d001,"700.0, 650.0, 675.0, 687.5, 683.0, 685.0","650.0, 687.5, 685.0"
50,Farhad Abbasi from Iran,750.0,950.0,850.0,800.0,66b0f713-f666-41a4-8f8d-06b1b0a58f45,"1000.0, 900.0, 850.0, 950.0, 750.0, 800.0","900.0, 950.0, 750.0, 800.0"
50,Peter Schmidt from Germany,750.0,1200.0,925.0,800.0,66b0f713-f666-41a4-8f8d-06b1b0a58f45,"1200.0, 950.0, 750.0, 800.0","1200.0, 950.0, 750.0, 800.0"
50,Farhad Abbasi from Iran,500.0,750.0,640.0,750.0,6846af62-9167-4cb5-a716-abd34c5ca745,"500.0, 600.0, 650.0, 700.0, 750.0","500.0, 600.0, 650.0, 700.0, 750.0"
50,Peter Schmidt from Germany,600.0,750.0,675.0,750.0,6846af62-9167-4cb5-a716-abd34c5ca745,"600.0, 650.0, 700.0, 750.0","600.0, 650.0, 700.0, 750.0"
50,Farhad Abbasi from Iran,800.0,1050.0,962.5,1050.0,6ef5335b-aa73-4db1-892c-e25768b8a10d,"800.0, 1000.0, 1000.0, 1050.0","800.0, 1000.0, 1000.0, 1050.0"
50,Peter Schmidt from Germany,800.0,1200.0,1045.0,1125.0,6ef5335b-aa73-4db1-892c-e25768b8a10d,"1200.0, 800.0, 1100.0, 1000.0, 1125.0","1200.0, 800.0, 1100.0, 1000.0, 1125.0"
50,Farhad Abbasi from Iran,900.0,950.0,918.75,900.0,72ba5223-3935-4b13-a44c-1d1b764a1e67,"1000.0, 950.0, 925.0, 900.0, 900.0","950.0, 925.0, 900.0, 900.0"
50,Peter Schmidt from Germany,900.0,900.0,900.0,900.0,72ba5223-3935-4b13-a44c-1d1b764a1e67,"900.0, 900.0","900.0, 900.0"
50,Farhad Abbasi from Iran,1000.0,1200.0,1100.0,1200.0,77da9f1f-84e9-4f3e-8367-09aef36c7e5f,"1000.0, 1100.0, 1200.0","1000.0, 1100.0, 1200.0"
50,Peter Schmidt from Germany,1200.0,1500.0,1316.6666666666667,1200.0,77da9f1f-84e9-4f3e-8367-09aef36c7e5f,"1500.0, 1250.0, 1100.0, 1200.0","1500.0, 1250.0, 1200.0"
50,Farhad Abbasi from Iran,500.0,575.0,550.0,575.0,77fe7a8c-2a1a-4911-9b5c-6742c237c38f,"500.0, 550.0, 575.0, 575.0","500.0, 550.0, 575.0, 575.0"
50,Peter Schmidt from Germany,600.0,600.0,600.0,600.0,77fe7a8c-2a1a-4911-9b5c-6742c237c38f,"600.0, 600.0","600.0, 600.0"
50,Farhad Abbasi from Iran,1200.0,1600.0,1400.0,1600.0,7e492c36-3b21-4584-b3bf-829faecfe0d2,"1200.0, 2000.0, 1600.0","1200.0, 1600.0"
50,Peter Schmidt from Germany,1800.0,2500.0,2100.0,1800.0,7e492c36-3b21-4584-b3bf-829faecfe0d2,"2500.0, 2000.0, 1800.0","2500.0, 2000.0, 1800.0"
50,Farhad Abbasi from Iran,350.0,450.0,400.0,450.0,81acfc0b-ee39-4992-80c6-28760ee677b9,"350.0, 400.0, 450.0","350.0, 400.0, 450.0"
50,Peter Schmidt from Germany,0,0,0,0,81acfc0b-ee39-4992-80c6-28760ee677b9,,
50,Farhad Abbasi from Iran,750.0,1000.0,860.0,750.0,827663fa-ec7a-4d1c-9e17-31376a178c2f,"1000.0, 900.0, 850.0, 800.0, 750.0","1000.0, 900.0, 850.0, 800.0, 750.0"
50,Peter Schmidt from Germany,750.0,850.0,800.0,750.0,827663fa-ec7a-4d1c-9e17-31376a178c2f,"850.0, 800.0, 750.0","850.0, 800.0, 750.0"
50,Farhad Abbasi from Iran,400.0,600.0,525.0,600.0,91a2852e-304e-466a-b582-a4db2bcecadf,"400.0, 500.0, 600.0, 600.0","400.0, 500.0, 600.0, 600.0"
50,Peter Schmidt from Germany,400.0,600.0,500.0,600.0,91a2852e-304e-466a-b582-a4db2bcecadf,"400.0, 500.0, 600.0","400.0, 500.0, 600.0"
50,Farhad Abbasi from Iran,500.0,500.0,500.0,500.0,91f25181-8a43-475e-8ba1-5058522c52be,500.0,500.0
50,Peter Schmidt from Germany,0,0,0,0,91f25181-8a43-475e-8ba1-5058522c52be,,
