Apartment Size,Name,Min Price,Max Price,Avg Price,Last Price,Folder Name,Rounds,Original Price List,Modified Price List
50,Haoyu Wang from China,850.0,1150.0,1007.1428571428571,1150.0,04f0bb3e-d616-4be6-ba5b-6884fe42ca56,9,"850.0, 900.0, 950.0, 1000.0, 1050.0, 1150.0, 1150.0","[850.0, 900.0, 950.0, 1000.0, 1050.0, 1150.0, 1150.0]"
50,Peter Schmidt from Germany,850.0,1150.0,1014.2857142857143,1150.0,04f0bb3e-d616-4be6-ba5b-6884fe42ca56,8,"850.0, 900.0, 950.0, 1000.0, 1050.0, 1100.0, 1150.0, 1150.0","[850.0, 900.0, 950.0, 1000.0, 1100.0, 1150.0, 1150.0]"
50,Haoyu Wang from China,0,0,0,0,0687e650-9a04-4489-97df-3cb81ac02e09,7,,[]
50,Peter Schmidt from Germany,0,0,0,0,0687e650-9a04-4489-97df-3cb81ac02e09,6,,[]
50,Haoyu Wang from China,1000.0,1200.0,1100.0,1100.0,2767d08c-67a5-4f86-be28-eaffa09fea05,8,"1000.0, 1200.0, 1100.0","[1000.0, 1200.0, 1100.0]"
50,Peter Schmidt from Germany,1100.0,1200.0,1133.3333333333333,1100.0,2767d08c-67a5-4f86-be28-eaffa09fea05,7,"1200.0, 1100.0, 1100.0","[1200.0, 1100.0, 1100.0]"
50,Haoyu Wang from China,1200.0,1250.0,1216.6666666666667,1250.0,32703682-03a9-462b-9479-3c3117d15b4b,6,"1200.0, 1250.0, 1200.0, 1250.0","[1200.0, 1200.0, 1250.0]"
50,Peter Schmidt from Germany,2.0,1250.0,360.57142857142856,5.0,32703682-03a9-462b-9479-3c3117d15b4b,6,"1200.0, 1250.0, 1250.0, 1.0, 2.0, 3.0, 10.0, 4.0, 5.0","[1250.0, 1250.0, 2.0, 3.0, 10.0, 4.0, 5.0]"
50,Haoyu Wang from China,900.0,950.0,912.5,900.0,40fcf4e1-1c36-48f8-a4da-92edc64b7f49,6,"900.0, 950.0, 900.0, 900.0, 900.0","[900.0, 950.0, 900.0, 900.0]"
50,Peter Schmidt from Germany,900.0,950.0,916.6666666666666,900.0,40fcf4e1-1c36-48f8-a4da-92edc64b7f49,6,"900.0, 950.0, 900.0, 900.0","[950.0, 900.0, 900.0]"
50,Haoyu Wang from China,1000.0,1150.0,1100.0,1150.0,4cd380da-34e0-4a7e-83bb-3bfbb5c58770,5,"1000.0, 1200.0, 1100.0, 1150.0, 1150.0, 1150.0","[1000.0, 1100.0, 1150.0, 1150.0]"
50,Peter Schmidt from Germany,1150.0,1200.0,1166.6666666666667,1150.0,4cd380da-34e0-4a7e-83bb-3bfbb5c58770,4,"1000.0, 1200.0, 1100.0, 1150.0, 1150.0","[1200.0, 1150.0, 1150.0]"
50,Haoyu Wang from China,700.0,800.0,750.0,750.0,53bee3a5-9a5f-4059-ba7b-08ddc257513d,101,"700.0, 800.0, 750.0","[700.0, 800.0, 750.0]"
50,Peter Schmidt from Germany,700.0,800.0,750.0,750.0,53bee3a5-9a5f-4059-ba7b-08ddc257513d,100,"700.0, 800.0, 750.0","[700.0, 800.0, 750.0]"
50,Haoyu Wang from China,800.0,950.0,890.0,950.0,5599397f-e59e-4d60-abef-aa3f20a4045b,10,"800.0, 850.0, 900.0, 950.0, 1000.0, 950.0","[800.0, 850.0, 900.0, 950.0, 950.0]"
50,Peter Schmidt from Germany,800.0,1000.0,925.0,1000.0,5599397f-e59e-4d60-abef-aa3f20a4045b,9,"800.0, 850.0, 900.0, 950.0, 1000.0, 1000.0, 1000.0","[800.0, 850.0, 900.0, 1000.0, 1000.0, 1000.0]"
50,Haoyu Wang from China,800.0,900.0,870.835,891.67,67870c65-a51c-4f59-aaec-6e39ed1e47e5,8,"800.0, 1000.0, 900.0, 900.0, 891.67, 891.67","[800.0, 900.0, 891.67, 891.67]"
50,Peter Schmidt from Germany,891.67,1000.0,927.78,891.67,67870c65-a51c-4f59-aaec-6e39ed1e47e5,8,"800.0, 1000.0, 900.0, 891.67, 891.67","[1000.0, 891.67, 891.67]"
50,Haoyu Wang from China,800.0,900.0,862.5,900.0,6b0d8b6b-c23d-4489-8235-d1d6eb90c588,9,"800.0, 850.0, 900.0, 900.0","[800.0, 850.0, 900.0, 900.0]"
50,Peter Schmidt from Germany,800.0,900.0,862.5,900.0,6b0d8b6b-c23d-4489-8235-d1d6eb90c588,9,"800.0, 850.0, 900.0, 900.0","[800.0, 850.0, 900.0, 900.0]"
50,Haoyu Wang from China,1100.0,1100.0,1100.0,1100.0,7b3542c9-83b5-4564-96af-6f1174229a20,5,"1100.0, 1100.0","[1100.0, 1100.0]"
50,Peter Schmidt from Germany,1100.0,1200.0,1150.0,1100.0,7b3542c9-83b5-4564-96af-6f1174229a20,4,"1200.0, 1100.0, 1100.0","[1200.0, 1100.0]"
50,Haoyu Wang from China,800.0,1000.0,925.0,975.0,847c4b8a-3b43-4042-9725-3ec244289547,8,"800.0, 900.0, 1000.0, 950.0, 975.0, 975.0","[800.0, 900.0, 1000.0, 950.0, 975.0]"
50,Peter Schmidt from Germany,800.0,1000.0,943.75,975.0,847c4b8a-3b43-4042-9725-3ec244289547,8,"800.0, 900.0, 1000.0, 1000.0, 950.0, 975.0","[800.0, 1000.0, 1000.0, 975.0]"
50,Haoyu Wang from China,800.0,900.0,866.6666666666666,900.0,9d834340-28c9-4857-9431-4dcb11040390,7,"800.0, 900.0, 900.0","[800.0, 900.0, 900.0]"
50,Peter Schmidt from Germany,900.0,1200.0,1000.0,900.0,9d834340-28c9-4857-9431-4dcb11040390,7,"1200.0, 800.0, 1000.0, 900.0, 900.0","[1200.0, 1000.0, 900.0, 900.0]"
50,Haoyu Wang from China,1200.0,1315.0,1271.6666666666667,1315.0,ab22d852-cfe0-40de-920e-c3f30b7894ad,5,"1200.0, 1350.0, 1300.0, 1325.0, 1315.0","[1200.0, 1300.0, 1315.0]"
50,Peter Schmidt from Germany,1315.0,1500.0,1372.5,1315.0,ab22d852-cfe0-40de-920e-c3f30b7894ad,5,"1500.0, 1200.0, 1350.0, 1300.0, 1325.0, 1315.0","[1500.0, 1350.0, 1325.0, 1315.0]"
50,Haoyu Wang from China,900.0,975.0,955.0,975.0,bd8c31fd-ddb6-4485-98ff-2f1c30d097ac,7,"900.0, 1000.0, 950.0, 975.0, 975.0, 975.0","[900.0, 950.0, 975.0, 975.0, 975.0]"
50,Peter Schmidt from Germany,30.0,1200.0,801.25,30.0,bd8c31fd-ddb6-4485-98ff-2f1c30d097ac,6,"1200.0, 900.0, 1000.0, 950.0, 975.0, 200.0, 30.0","[1200.0, 1000.0, 975.0, 30.0]"
50,Haoyu Wang from China,900.0,1000.0,960.0,985.0,d355966a-1b3b-44b9-a9ba-1f03dfcdf670,6,"900.0, 950.0, 1000.0, 950.0, 1000.0, 975.0, 985.0","[900.0, 950.0, 950.0, 1000.0, 975.0, 985.0]"
50,Peter Schmidt from Germany,900.0,1000.0,967.5,985.0,d355966a-1b3b-44b9-a9ba-1f03dfcdf670,6,"900.0, 950.0, 1000.0, 975.0, 985.0, 985.0","[900.0, 1000.0, 985.0, 985.0]"
50,Haoyu Wang from China,600.0,700.0,666.6666666666666,700.0,d6ab5eb7-0b0a-4043-8cbd-c33b9f34334a,5,"600.0, 700.0, 700.0","[600.0, 700.0, 700.0]"
50,Peter Schmidt from Germany,600.0,700.0,650.0,700.0,d6ab5eb7-0b0a-4043-8cbd-c33b9f34334a,4,"600.0, 700.0, 700.0","[600.0, 700.0]"
50,Haoyu Wang from China,12.0,1000.0,637.3333333333334,12.0,ec41cd99-85e1-4612-b2a8-df4e10a2f994,6,"1100.0, 900.0, 1050.0, 1000.0, 1025.0, 12.0","[900.0, 1000.0, 12.0]"
50,Peter Schmidt from Germany,12.0,1200.0,881.1666666666666,1025.0,ec41cd99-85e1-4612-b2a8-df4e10a2f994,5,"1200.0, 1100.0, 900.0, 900.0, 1050.0, 1000.0, 12.0, 1025.0","[1200.0, 1100.0, 900.0, 1050.0, 12.0, 1025.0]"
50,Haoyu Wang from China,900.0,1140.0,1060.0,1140.0,ef965719-d7ba-42b2-80cb-af7040e3d7f6,5,"10.0, 900.0, 5.0, 1140.0, 1140.0","[900.0, 1140.0, 1140.0]"
50,Peter Schmidt from Germany,5.0,1140.0,761.6666666666666,1140.0,ef965719-d7ba-42b2-80cb-af7040e3d7f6,4,"10.0, 5.0, 1140.0, 1140.0","[5.0, 1140.0, 1140.0]"
50,Haoyu Wang from China,700.0,775.0,741.6666666666666,775.0,f19e4f06-592b-4328-9792-0f0ece3a788b,5,"700.0, 850.0, 750.0, 800.0, 775.0","[700.0, 750.0, 775.0]"
50,Peter Schmidt from Germany,775.0,850.0,808.3333333333334,775.0,f19e4f06-592b-4328-9792-0f0ece3a788b,5,"700.0, 850.0, 750.0, 800.0, 775.0","[850.0, 800.0, 775.0]"
50,Haoyu Wang from China,800.0,1000.0,883.3333333333334,850.0,fd07d3a6-d9b3-40ed-a6ce-887c6e9effc9,5,"1000.0, 900.0, 800.0, 850.0, 850.0","[1000.0, 800.0, 850.0]"
50,Peter Schmidt from Germany,850.0,1000.0,916.6666666666666,850.0,fd07d3a6-d9b3-40ed-a6ce-887c6e9effc9,5,"1000.0, 900.0, 800.0, 850.0","[1000.0, 900.0, 850.0]"
50,Haoyu Wang from China,1000.0,1175.0,1106.25,1175.0,fdc794f8-30cf-4d0e-82d3-8629d2f25c51,5,"1000.0, 1100.0, 1200.0, 1150.0, 1175.0","[1000.0, 1100.0, 1150.0, 1175.0]"
50,Peter Schmidt from Germany,1000.0,1200.0,1143.75,1175.0,fdc794f8-30cf-4d0e-82d3-8629d2f25c51,5,"1000.0, 1100.0, 1200.0, 1150.0, 1200.0, 1175.0","[1000.0, 1200.0, 1200.0, 1175.0]"
