Apartment Size,Name,Min Price,Max Price,Avg Price,Last Price,Folder Name,Original Price List,Modified Price List
50,Maryam Abbasi from Iran,600.0,660.0,640.0,660.0,07809c56-4bec-4237-8b67-bb39668c057e,"650.0, 600.0, 650.0, 660.0","650.0, 600.0, 650.0, 660.0"
50,Peter Schmidt from Germany,675.0,700.0,680.0,675.0,07809c56-4bec-4237-8b67-bb39668c057e,"700.0, 600.0, 675.0, 650.0, 675.0, 660.0, 675.0, 675.0","700.0, 675.0, 675.0, 675.0, 675.0"
50,Maryam Abbasi from Iran,500.0,720.0,646.0,720.0,1f4072ac-0569-4a79-b3cf-24fe4f841917,"500.0, 600.0, 700.0, 710.0, 720.0","500.0, 600.0, 700.0, 710.0, 720.0"
50,Peter Schmidt from Germany,725.0,800.0,746.0,725.0,1f4072ac-0569-4a79-b3cf-24fe4f841917,"500.0, 800.0, 600.0, 750.0, 700.0, 725.0, 710.0, 730.0, 720.0, 725.0","800.0, 750.0, 725.0, 730.0, 725.0"
50,Maryam Abbasi from Iran,600.0,750.0,675.0,700.0,26f44344-0149-45c7-866d-6946dfe26b4d,"600.0, 900.0, 750.0, 650.0, 700.0","600.0, 750.0, 650.0, 700.0"
50,Peter Schmidt from Germany,700.0,900.0,762.5,700.0,26f44344-0149-45c7-866d-6946dfe26b4d,"900.0, 750.0, 750.0, 650.0, 700.0, 700.0, 700.0","900.0, 750.0, 700.0, 700.0"
50,Maryam Abbasi from Iran,200.0,530.0,457.0,200.0,28d2bcf2-3d5a-47a4-b0cf-e0cec5cfc9b3,"500.0, 525.0, 530.0, 530.0, 200.0","500.0, 525.0, 530.0, 530.0, 200.0"
50,Peter Schmidt from Germany,200.0,550.0,471.0,200.0,28d2bcf2-3d5a-47a4-b0cf-e0cec5cfc9b3,"500.0, 550.0, 525.0, 540.0, 530.0, 200.0, 535.0, 200.0","550.0, 540.0, 530.0, 535.0, 200.0"
50,Maryam Abbasi from Iran,500.0,625.0,568.75,625.0,318b6fc9-8de5-4bb1-8c94-a029473bea94,"500.0, 550.0, 600.0, 625.0","500.0, 550.0, 600.0, 625.0"
50,Peter Schmidt from Germany,550.0,700.0,637.5,700.0,318b6fc9-8de5-4bb1-8c94-a029473bea94,"550.0, 600.0, 625.0, 700.0, 700.0","550.0, 600.0, 700.0, 700.0"
50,Maryam Abbasi from Iran,600.0,700.0,650.0,700.0,31e1b528-5c8c-40a3-a3b0-8960c1ebc0d3,"600.0, 650.0, 700.0","600.0, 650.0, 700.0"
50,Peter Schmidt from Germany,650.0,700.0,675.0,700.0,31e1b528-5c8c-40a3-a3b0-8960c1ebc0d3,"650.0, 700.0","650.0, 700.0"
50,Maryam Abbasi from Iran,500.0,720.0,656.0,720.0,4e2fd6cb-8e9f-4140-84a7-0cfcaba30ff6,"500.0, 800.0, 650.0, 750.0, 700.0, 725.0, 710.0, 730.0, 720.0","500.0, 650.0, 700.0, 710.0, 720.0"
50,Peter Schmidt from Germany,720.0,800.0,745.0,720.0,4e2fd6cb-8e9f-4140-84a7-0cfcaba30ff6,"800.0, 650.0, 750.0, 700.0, 725.0, 710.0, 730.0, 720.0, 720.0","800.0, 750.0, 725.0, 730.0, 720.0"
50,Maryam Abbasi from Iran,600.0,750.0,668.75,750.0,6910f230-1c29-4ee5-b261-6bf8d3045449,"600.0, 650.0, 675.0, 750.0","600.0, 650.0, 675.0, 750.0"
