Apartment Size,Name,Min Price,Max Price,Avg Price,Last Price,Folder Name,Rounds,Original Price List,Modified Price List
50,Max Müller from Germany,800.0,925.0,868.75,925.0,01909376-ca9f-48a8-b44d-8b173009298d,6,"800.0, 850.0, 900.0, 925.0","[800.0, 850.0, 900.0, 925.0]"
50,Peter Schmidt from Germany,950.0,950.0,950.0,950.0,01909376-ca9f-48a8-b44d-8b173009298d,6,"950.0, 950.0, 950.0","[950.0, 950.0, 950.0]"
50,Max Müller from Germany,500.0,675.0,606.25,675.0,14a3dfe0-05cb-44e9-bdb1-de9df4a90dfb,5,"500.0, 600.0, 650.0, 675.0","[500.0, 600.0, 650.0, 675.0]"
50,Peter Schmidt from Germany,612.5,800.0,692.5,675.0,14a3dfe0-05cb-44e9-bdb1-de9df4a90dfb,5,"500.0, 800.0, 600.0, 700.0, 650.0, 675.0, 612.5, 675.0","[800.0, 700.0, 675.0, 612.5, 675.0]"
50,Max Müller from Germany,500.0,800.0,680.0,800.0,26012d9b-58f5-4ef4-87e9-8d678b6be6e0,6,"500.0, 650.0, 700.0, 750.0, 800.0","[500.0, 650.0, 700.0, 750.0, 800.0]"
50,Peter Schmidt from Germany,750.0,800.0,787.5,800.0,26012d9b-58f5-4ef4-87e9-8d678b6be6e0,6,"800.0, 650.0, 750.0, 700.0, 800.0, 750.0, 800.0","[800.0, 750.0, 800.0, 800.0]"
50,Max Müller from Germany,800.0,1000.0,926.0,1000.0,26c05bea-d7a7-4f5c-b62c-49a2c5df2c85,6,"800.0, 900.0, 950.0, 980.0, 1000.0","[800.0, 900.0, 950.0, 980.0, 1000.0]"
50,Peter Schmidt from Germany,1000.0,1200.0,1050.0,1000.0,26c05bea-d7a7-4f5c-b62c-49a2c5df2c85,6,"1200.0, 900.0, 1050.0, 950.0, 1000.0, 980.0, 1000.0, 1000.0","[1200.0, 1050.0, 1000.0, 1000.0, 1000.0]"
50,Max Müller from Germany,500.0,725.0,625.0,725.0,2df2ef79-d8bb-471b-94d3-b5b772b4a8b5,5,"500.0, 800.0, 650.0, 725.0, 725.0","[500.0, 650.0, 725.0]"
50,Peter Schmidt from Germany,725.0,800.0,750.0,725.0,2df2ef79-d8bb-471b-94d3-b5b772b4a8b5,5,"500.0, 800.0, 650.0, 725.0, 725.0","[800.0, 725.0, 725.0]"
50,Max Müller from Germany,200.0,1400.0,1008.3333333333334,1350.0,3b6cb709-7644-41e5-8970-86c930064d3d,6,"800.0, 1200.0, 1000.0, 1200.0, 200.0, 1400.0, 1300.0, 1350.0","[800.0, 1000.0, 200.0, 1400.0, 1300.0, 1350.0]"
50,Peter Schmidt from Germany,200.0,1400.0,1142.857142857143,1400.0,3b6cb709-7644-41e5-8970-86c930064d3d,6,"800.0, 1200.0, 1000.0, 200.0, 1200.0, 1300.0, 1200.0, 1400.0, 1350.0, 1400.0, 1400.0","[1200.0, 200.0, 1200.0, 1200.0, 1400.0, 1400.0, 1400.0]"
