Apartment Size,Name,Min Price,Max Price,Avg Price,Last Price,Folder Name,Rounds,Original Price List,Modified Price List
50,Farhad Abbasi from Iran,500.0,700.0,634.375,700.0,170b7f70-faff-49f2-a2f0-134ee6f37247,9,"500.0, 550.0, 600.0, 650.0, 675.0, 700.0, 700.0, 700.0","[500.0, 550.0, 600.0, 650.0, 675.0, 700.0, 700.0, 700.0]"
50,Peter Schmidt from Germany,700.0,800.0,738.8888888888889,700.0,170b7f70-faff-49f2-a2f0-134ee6f37247,8,"500.0, 800.0, 550.0, 750.0, 600.0, 700.0, 700.0, 650.0, 800.0, 700.0, 675.0, 800.0, 700.0, 700.0","[800.0, 750.0, 700.0, 700.0, 800.0, 700.0, 800.0, 700.0, 700.0]"
50,Farhad Abbasi from Iran,500.0,775.0,681.25,775.0,188272cc-6ac1-470e-89fa-fce8d72f2d43,5,"500.0, 700.0, 800.0, 750.0, 775.0, 775.0","[500.0, 700.0, 750.0, 775.0]"
50,Peter Schmidt from Germany,500.0,800.0,691.6666666666666,775.0,188272cc-6ac1-470e-89fa-fce8d72f2d43,5,"500.0, 800.0, 750.0, 775.0","[500.0, 800.0, 775.0]"
50,Farhad Abbasi from Iran,10.0,420.0,248.0,10.0,1ca1d709-cfe9-44ad-bdfc-6bf448fb8c91,9,"400.0, 400.0, 420.0, 10.0, 10.0, 10.0, 10.0","[400.0, 400.0, 420.0, 10.0, 10.0]"
50,Peter Schmidt from Germany,10.0,450.0,290.0,10.0,1ca1d709-cfe9-44ad-bdfc-6bf448fb8c91,8,"400.0, 450.0, 425.0, 420.0, 425.0, 420.0, 10.0, 10.0","[450.0, 425.0, 425.0, 420.0, 10.0, 10.0]"
50,Farhad Abbasi from Iran,350.0,450.0,421.42857142857144,450.0,2749b44d-d1c7-476f-912d-e1b0a0292741,8,"350.0, 400.0, 450.0, 430.0, 435.0, 440.0, 445.0, 450.0","[350.0, 400.0, 430.0, 435.0, 440.0, 445.0, 450.0]"
50,Peter Schmidt from Germany,440.0,550.0,462.14285714285717,450.0,2749b44d-d1c7-476f-912d-e1b0a0292741,8,"550.0, 400.0, 450.0, 430.0, 440.0, 445.0, 440.0, 450.0, 450.0, 450.0","[550.0, 450.0, 440.0, 445.0, 450.0, 450.0, 450.0]"
50,Farhad Abbasi from Iran,300.0,487.5,422.9166666666667,487.5,3b5ee55d-853e-464f-be2c-65ec5922acaa,7,"300.0, 350.0, 500.0, 450.0, 475.0, 470.0, 485.0, 480.0, 487.5, 487.5","[300.0, 350.0, 450.0, 470.0, 480.0, 487.5]"
50,Peter Schmidt from Germany,300.0,500.0,449.5,487.5,3b5ee55d-853e-464f-be2c-65ec5922acaa,7,"300.0, 350.0, 500.0, 450.0, 475.0, 470.0, 485.0, 480.0, 487.5","[300.0, 500.0, 475.0, 485.0, 487.5]"
50,Farhad Abbasi from Iran,500.0,700.0,612.5,700.0,4c01411b-8a2a-454e-9f2c-75bfc557ce8a,7,"500.0, 600.0, 650.0, 700.0","[500.0, 600.0, 650.0, 700.0]"
